As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/09/2021,2016,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,11
1/09/2021,2016,4,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/09/2021,2016,4,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,47
1/09/2021,2016,4,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,13
1/09/2021,2016,4,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,6
1/09/2021,2016,4,House break-ins,House break-ins actual,-,-,Darwin,-,42
1/09/2021,2016,4,House break-ins,House break-ins actual,-,-,Palmerston,-,18
1/09/2021,2016,4,House break-ins,House break-ins attempted,-,-,Darwin,-,4
1/09/2021,2016,4,House break-ins,House break-ins attempted,-,-,Palmerston,-,7
1/09/2021,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,36
1/09/2021,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,4
1/09/2021,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,4,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,12
1/09/2021,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,53
1/09/2021,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,4,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,21
1/09/2021,2016,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/09/2021,2016,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/09/2021,2016,4,Property Damage Offences,Property damage offences,-,-,Darwin,-,227
1/09/2021,2016,4,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,12
1/09/2021,2016,4,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,4,Property Damage Offences,Property damage offences,-,-,Palmerston,-,67
1/09/2021,2016,4,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/09/2021,2016,4,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,3
1/09/2021,2016,4,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,1
1/09/2021,2016,4,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,13
1/09/2021,2016,4,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,4,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,2
1/09/2021,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,246
1/09/2021,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,5
1/09/2021,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,4
1/09/2021,2016,4,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,86
1/09/2021,2016,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,2
1/09/2021,2016,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,1
1/09/2021,2016,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,4
1/09/2021,2016,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,2
1/09/2021,2016,5,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,6
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,30
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,8
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,39
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,7
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,4
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,6
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,22
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,1
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2016,5,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,7
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,15
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,6
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,15
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,5
1/09/2021,2016,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,6
1/09/2021,2016,5,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,54
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,2
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,4
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,19
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,7
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,5,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,4
1/09/2021,2016,5,House break-ins,House break-ins actual,-,-,Darwin,-,42
1/09/2021,2016,5,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,5,House break-ins,House break-ins actual,-,-,Palmerston,-,19
1/09/2021,2016,5,House break-ins,House break-ins attempted,-,-,Darwin,-,8
1/09/2021,2016,5,House break-ins,House break-ins attempted,-,-,Palmerston,-,3
1/09/2021,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,31
1/09/2021,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,3
1/09/2021,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,5,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,13
1/09/2021,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,71
1/09/2021,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,5,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,33
1/09/2021,2016,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,2
1/09/2021,2016,5,Property Damage Offences,Property damage offences,-,-,Darwin,-,261
1/09/2021,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
1/09/2021,2016,5,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,5,Property Damage Offences,Property damage offences,-,-,Palmerston,-,90
1/09/2021,2016,5,Robbery - extortion and related offences,Blackmail and extortion,-,-,Darwin,-,1
1/09/2021,2016,5,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/09/2021,2016,5,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,3
1/09/2021,2016,5,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,-,1
1/09/2021,2016,5,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,13
1/09/2021,2016,5,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,5,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,5,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,1
1/09/2021,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,258
1/09/2021,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,5
1/09/2021,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/09/2021,2016,5,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,104
1/09/2021,2016,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,1
1/09/2021,2016,6,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,5
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,42
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,10
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,35
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,4
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,8
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,6
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,29
1/09/2021,2016,6,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,6
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,13
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,3
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,25
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,3
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2016,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,4
1/09/2021,2016,6,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,1
1/09/2021,2016,6,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,54
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,17
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,2
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,6,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2016,6,House break-ins,House break-ins actual,-,-,Darwin,-,48
1/09/2021,2016,6,House break-ins,House break-ins actual,-,-,Palmerston,-,16
1/09/2021,2016,6,House break-ins,House break-ins attempted,-,-,Darwin,-,9
1/09/2021,2016,6,House break-ins,House break-ins attempted,-,-,Palmerston,-,6
1/09/2021,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,36
1/09/2021,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,6,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,14
1/09/2021,2016,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,48
1/09/2021,2016,6,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,26
1/09/2021,2016,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/09/2021,2016,6,Property Damage Offences,Property damage offences,-,-,Darwin,-,230
1/09/2021,2016,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
1/09/2021,2016,6,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,12
1/09/2021,2016,6,Property Damage Offences,Property damage offences,-,-,Palmerston,-,69
1/09/2021,2016,6,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,2
1/09/2021,2016,6,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,1
1/09/2021,2016,6,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,-,1
1/09/2021,2016,6,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,6
1/09/2021,2016,6,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,6,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,4
1/09/2021,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,251
1/09/2021,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,2
1/09/2021,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,7
1/09/2021,2016,6,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,96
1/09/2021,2016,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,3
1/09/2021,2016,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,8
1/09/2021,2016,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,1
1/09/2021,2016,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,6
1/09/2021,2016,7,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,1
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,36
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,15
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,32
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,4
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,10
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,2
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,28
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,7,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,4
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,10
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,5
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,15
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,2
1/09/2021,2016,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2016,7,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,1
1/09/2021,2016,7,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,61
1/09/2021,2016,7,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,7,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,15
1/09/2021,2016,7,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,7
1/09/2021,2016,7,Homicide and related Offences,Murder,-,-,Darwin,-,1
1/09/2021,2016,7,House break-ins,House break-ins actual,-,-,Darwin,-,46
1/09/2021,2016,7,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,7,House break-ins,House break-ins actual,-,-,Palmerston,-,14
1/09/2021,2016,7,House break-ins,House break-ins attempted,-,-,Darwin,-,5
1/09/2021,2016,7,House break-ins,House break-ins attempted,-,-,Palmerston,-,5
1/09/2021,2016,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,30
1/09/2021,2016,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/09/2021,2016,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,7,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,13
1/09/2021,2016,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,35
1/09/2021,2016,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,7,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,9
1/09/2021,2016,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,5
1/09/2021,2016,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,1
1/09/2021,2016,7,Property Damage Offences,Property damage offences,-,-,Darwin,-,181
1/09/2021,2016,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,2
1/09/2021,2016,7,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,7
1/09/2021,2016,7,Property Damage Offences,Property damage offences,-,-,Palmerston,-,53
1/09/2021,2016,7,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,10
1/09/2021,2016,7,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,4
1/09/2021,2016,7,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,10
1/09/2021,2016,7,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,7,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,1
1/09/2021,2016,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,251
1/09/2021,2016,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,6
1/09/2021,2016,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,5
1/09/2021,2016,7,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,94
1/09/2021,2016,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,2
1/09/2021,2016,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Palmerston,-,2
1/09/2021,2016,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,2
1/09/2021,2016,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,3
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,33
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,15
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,31
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,2
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,5
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,2
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,27
1/09/2021,2016,8,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,5
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,10
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Humpty Doo,2
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,9
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,21
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,3
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,6
1/09/2021,2016,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,Darwin,-,2
1/09/2021,2016,8,Acts intended to cause injury,Other acts intended to cause injury,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,8,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,50
1/09/2021,2016,8,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,6
1/09/2021,2016,8,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,4
1/09/2021,2016,8,House break-ins,House break-ins actual,-,-,Darwin,-,40
1/09/2021,2016,8,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,3
1/09/2021,2016,8,House break-ins,House break-ins actual,-,-,Palmerston,-,17
1/09/2021,2016,8,House break-ins,House break-ins attempted,-,-,Darwin,-,3
1/09/2021,2016,8,House break-ins,House break-ins attempted,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,8,House break-ins,House break-ins attempted,-,-,Palmerston,-,2
1/09/2021,2016,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,20
1/09/2021,2016,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/09/2021,2016,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/09/2021,2016,8,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,7
1/09/2021,2016,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,34
1/09/2021,2016,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,12
1/09/2021,2016,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,2
1/09/2021,2016,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Humpty Doo,1
1/09/2021,2016,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,3
1/09/2021,2016,8,Property Damage Offences,Property damage offences,-,-,Darwin,-,198
1/09/2021,2016,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,3
1/09/2021,2016,8,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,4
1/09/2021,2016,8,Property Damage Offences,Property damage offences,-,-,Palmerston,-,46
1/09/2021,2016,8,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,4
1/09/2021,2016,8,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,2
1/09/2021,2016,8,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,1
1/09/2021,2016,8,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Palmerston,-,2
1/09/2021,2016,8,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,8
1/09/2021,2016,8,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Howard Springs,1
1/09/2021,2016,8,Sexual Assault and related offences,Sexual assault,-,-,Palmerston,-,5
1/09/2021,2016,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,-,280
1/09/2021,2016,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,6
1/09/2021,2016,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,6
1/09/2021,2016,8,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,-,82
1/09/2021,2016,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,Darwin,-,1
1/09/2021,2016,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Darwin,-,3
1/09/2021,2016,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Palmerston,-,2
1/09/2021,2016,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,-,8
1/09/2021,2016,9,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,-,2
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,-,32
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,DV,NT Balance,Howard Springs,1
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Palmerston,-,15
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,-,40
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Humpty Doo,1
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,3
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,7
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Humpty Doo,1
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Palmerston,-,5
1/09/2021,2016,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,24
